"","2.5%","50%","97.5%"
"GM11930",0.458732044742018,0.553178456405936,0.671858139810605
"GM12003",0.604414197706256,0.748419897210841,0.945465515063839
"GM12154",0.707447172315934,0.905229494097893,1.15023398061287
"GM12751",0.748987050505432,0.927083526584163,1.17445334951022
"GM12801",0.728507501817076,0.887886291309403,1.0915319202829
"GM12872",1.22526024955924,1.63695690701214,2.16522325122972
"GM18525",0.601538008262894,0.718197889652112,0.877089983904405
"GM18573",0.593652661193038,0.755632958982705,0.972993763738245
"GM18740",0.637361990235244,0.809126533514892,1.03574005247445
"GM18741",0.969105716800612,1.23371796182282,1.59365205478417
"GM18783",0.566514766958177,0.688319004695745,0.831788414271492
"GM18873",0.415906308227632,0.494503244489926,0.593481765273536
"GM18945",1.05480558367589,1.31444405633344,1.65250609183853
"GM18955",0.70139786048632,0.893666863943886,1.13222492530842
"GM18957",0.641717616595745,0.879169721962375,1.22371958726115
"GM19003",1.03264900838788,1.32537585534059,1.70320790130535
"GM19089",0.581602848080188,0.691074227872824,0.832349240826871
"GM19312",0.696373605899149,0.891166499040394,1.14532127716272
"GM19679",0.491217112527002,0.601492616773043,0.763797474436461
"GM20502",0.724260497027638,0.903560905242647,1.13968614333375
"GM20521",0.690859758484264,0.841972245603151,1.05338637776362
"GM20752",1.05951508487514,1.32642872800707,1.66599701171942
"GM20819",0.713379286642322,0.908810818083137,1.15693554014467
"HG00243",0.642211112065326,0.801122508624422,1.02340682996046
"HG01149",0.590184388518085,0.795949302737612,1.06905052129172
"HG01256",0.63673158614226,0.817951787508103,1.03396701696848
"HG01278",1.35506070481237,1.73372403375779,2.19629727252451
"HG01353",0.424938045560792,0.530773516545173,0.676494884607271
"HG01354",0.53041884007801,0.655432397062173,0.839078354903954
"HG01488",0.554088603428824,0.678773784608694,0.855255567253682
"HG01494",0.797457417082137,1.01850037829087,1.29312882589608
"GM07031",0.859530449301865,1.09620773563943,1.38768213036146
"GM07055",1.51872595939383,2.19402918538782,3.00108896945471
"GM12892",0.51587642937164,0.623904622831346,0.771632656743118
"GM18531",0.481417603392198,0.60504265763836,0.765496650823579
"GM18544",1.00123426533621,1.24217403315943,1.57725474170921
"GM18606",0.595804383215079,0.757086095172807,1.00270622379499
"GM18612",0.343979027558688,0.416563961865571,0.506536169410626
"GM18798",0.545730518864175,0.657604180411734,0.810167154499936
"GM18859",0.657933567150271,0.774822177564628,0.926692195706315
"GM18869",0.405824739439741,0.491633829524423,0.620089472893636
"GM18916",1.05306293092849,1.32261206921346,1.66913210009703
"GM18923",0.418766589138385,0.508739564222675,0.625753034686243
"GM18986",0.605459101543749,0.78564210640887,1.04746733239925
"GM19002",0.402984762340477,0.486900917695177,0.594613306587917
"GM19026",0.590067433896742,0.720325471686807,0.894883027367802
"GM19041",0.454046041981324,0.54329431905451,0.662713499076179
"GM19079",1.16159133819269,1.5618910230778,2.02645244672644
"GM19093",0.583915350002924,0.736819828228844,0.938576705221164
"GM19116",0.602782577257415,0.725895164643632,0.885002938685118
"GM19120",0.489198477842093,0.600642848858525,0.737279306184607
"GM19371",0.700466473536509,0.869171821093833,1.09716115564253
"GM19441",0.451425150654384,0.554760375930114,0.698304254759109
"GM19454",0.512108183502902,0.62807258744622,0.779836995619981
"GM19716",0.550908169171136,0.683215282198041,0.873382616802126
"GM19722",0.835146205151753,1.04452328223664,1.30399470303983
"GM19729",0.515125361874234,0.634752511305081,0.81049732529985
"GM19730",0.608866618349795,0.790880342995973,1.02338350264421
"GM19795",0.614705001904939,0.750433174290021,0.939164957811344
"GM20532",0.471758640801102,0.573622335951958,0.701915450810046
"GM20759",0.502350172466426,0.619376031951684,0.773228701581929
"GM20766",0.433652111696655,0.532289090034877,0.661682322039392
"GM20773",0.551584815200849,0.696603477320813,0.918257749256742
"HG00130",0.553286845780115,0.672043602513231,0.838227272904265
"HG00141",0.700852845322663,0.86061101887012,1.0648841961392
"HG00150",0.448866119069101,0.550046216904569,0.692968955111156
"HG00237",1.15090041342495,1.42278220835479,1.7491434404214
"HG00240",0.666616922545401,0.838825458894825,1.09249941398808
"HG01260",0.449440601015145,0.555217529019194,0.707153777246069
"GM12344",0.455462577967034,0.561877148278014,0.718227894944056
"GM18517",0.42055310092625,0.502724372548597,0.605743767377516
"GM18577",0.600055750171835,0.755201620841249,0.975575950234316
"GM18914",0.685314821173629,0.8701113012958,1.11413273043602
"GM19056",0.811415654226043,1.01504013948137,1.2947869993865
"GM19067",0.52286057758477,0.641002718387904,0.795177638237093
"GM19355",0.363817317355657,0.436117541930444,0.526728091156509
"GM19438",0.412825836025454,0.492906459610556,0.598093427121375
"GM19649",0.450943960397626,0.551951278157848,0.692839943786845
"GM19657",0.394832917210655,0.477448066995737,0.587276728068708
"GM19773",0.382113381400781,0.457666798251064,0.552162449614014
"GM19787",0.638065775622818,0.791706508250665,0.989652191099826
"GM20770",0.494200389311767,0.61742547593244,0.788511457238615
"GM20772",1.12027460301223,1.44002940969389,1.85284113294279
"HG00113",0.944012346198263,1.23619009692966,1.59578822665461
"HG00142",0.674844040462081,0.830834397590295,1.0417846241831
"HG00156",0.570943519592348,0.688388860266096,0.851279387159254
"HG01345",1.07626663303763,1.32179505671062,1.63396221221557
"GM12341",0.477128991905462,0.571871148562401,0.699580412517839
"GM18622",0.978886656091157,1.27678861784323,1.6586903008027
"GM19123",1.04074185077195,1.34548645517148,1.73138333393477
"GM19209",0.690368948309313,0.860375567936153,1.08245294438887
"GM20818",0.398782907883028,0.478895440665913,0.580000141098643
"HG01440",1.38697592909889,1.81001972849541,2.29742200472342
"HG01441",0.89000324631784,1.16538963553546,1.51034989372271
